company,date,metric,value,form,fiscal_year,fiscal_period
aptiv,2016-12-31,total_assets,12292000000,10-Q,2017,Q2
aptiv,2016-12-31,total_assets,12292000000,10-Q,2017,Q3
aptiv,2016-12-31,total_assets,12292000000,10-K,2017,FY
aptiv,2017-03-31,total_assets,12497000000,10-Q,2017,Q1
aptiv,2017-06-30,total_assets,13056000000,10-Q,2017,Q2
aptiv,2017-09-30,total_assets,14166000000,10-Q,2017,Q3
aptiv,2017-12-31,total_assets,12169000000,10-K,2017,FY
aptiv,2017-12-31,total_assets,12169000000,10-Q,2018,Q1
aptiv,2017-12-31,total_assets,12169000000,10-Q,2018,Q2
aptiv,2017-12-31,total_assets,12169000000,10-Q,2018,Q3
aptiv,2017-12-31,total_assets,12169000000,10-K,2018,FY
aptiv,2018-03-31,total_assets,12560000000,10-Q,2018,Q1
aptiv,2018-06-30,total_assets,12316000000,10-Q,2018,Q2
aptiv,2018-09-30,total_assets,12327000000,10-Q,2018,Q3
aptiv,2018-12-31,total_assets,12480000000,10-K,2018,FY
aptiv,2018-12-31,total_assets,12480000000,10-Q,2019,Q1
aptiv,2018-12-31,total_assets,12480000000,10-Q,2019,Q2
aptiv,2018-12-31,total_assets,12480000000,10-Q,2019,Q3
aptiv,2018-12-31,total_assets,12480000000,10-K,2019,FY
aptiv,2019-03-31,total_assets,13019000000,10-Q,2019,Q1
aptiv,2019-06-30,total_assets,13108000000,10-Q,2019,Q2
aptiv,2019-09-30,total_assets,12939000000,10-Q,2019,Q3
aptiv,2019-12-31,total_assets,13459000000,10-K,2019,FY
aptiv,2019-12-31,total_assets,13459000000,10-Q,2020,Q1
aptiv,2019-12-31,total_assets,13459000000,10-Q,2020,Q2
aptiv,2019-12-31,total_assets,13459000000,10-Q,2020,Q3
aptiv,2019-12-31,total_assets,13459000000,10-K,2020,FY
aptiv,2020-03-31,total_assets,16167000000,10-Q,2020,Q1
aptiv,2020-06-30,total_assets,15280000000,10-Q,2020,Q2
aptiv,2020-09-30,total_assets,16444000000,10-Q,2020,Q3
aptiv,2020-12-31,total_assets,17522000000,10-K,2020,FY
aptiv,2020-12-31,total_assets,17522000000,10-Q,2021,Q1
aptiv,2020-12-31,total_assets,17522000000,10-Q,2021,Q2
aptiv,2020-12-31,total_assets,17522000000,10-Q,2021,Q3
aptiv,2020-12-31,total_assets,17522000000,10-K,2021,FY
aptiv,2021-03-31,total_assets,17476000000,10-Q,2021,Q1
aptiv,2021-06-30,total_assets,17780000000,10-Q,2021,Q2
aptiv,2021-09-30,total_assets,17651000000,10-Q,2021,Q3
aptiv,2021-12-31,total_assets,18007000000,10-K,2021,FY
aptiv,2021-12-31,total_assets,18007000000,10-Q,2022,Q1
aptiv,2021-12-31,total_assets,18007000000,10-Q,2022,Q2
aptiv,2021-12-31,total_assets,18007000000,10-Q,2022,Q3
aptiv,2021-12-31,total_assets,18007000000,10-K,2022,FY
aptiv,2022-03-31,total_assets,20404000000,10-Q,2022,Q1
aptiv,2022-06-30,total_assets,19908000000,10-Q,2022,Q2
aptiv,2022-09-30,total_assets,19971000000,10-Q,2022,Q3
aptiv,2022-12-31,total_assets,21884000000,10-K,2022,FY
aptiv,2022-12-31,total_assets,21884000000,10-Q,2023,Q1
aptiv,2022-12-31,total_assets,21884000000,10-Q,2023,Q2
aptiv,2022-12-31,total_assets,21884000000,10-Q,2023,Q3
aptiv,2022-12-31,total_assets,21884000000,10-K,2023,FY
aptiv,2023-03-31,total_assets,21716000000,10-Q,2023,Q1
aptiv,2023-06-30,total_assets,22098000000,10-Q,2023,Q2
aptiv,2023-09-30,total_assets,23711000000,10-Q,2023,Q3
aptiv,2023-12-31,total_assets,24427000000,10-K,2023,FY
aptiv,2023-12-31,total_assets,24427000000,10-Q,2024,Q1
aptiv,2023-12-31,total_assets,24427000000,10-Q,2024,Q2
aptiv,2023-12-31,total_assets,24427000000,10-Q,2024,Q3
aptiv,2023-12-31,total_assets,24427000000,10-K,2024,FY
aptiv,2024-03-31,total_assets,23644000000,10-Q,2024,Q1
aptiv,2024-06-30,total_assets,24751000000,10-Q,2024,Q2
aptiv,2024-09-30,total_assets,24766000000,10-Q,2024,Q3
aptiv,2024-12-31,total_assets,23458000000,10-K,2024,FY
aptiv,2024-12-31,total_assets,23458000000,10-Q,2025,Q1
aptiv,2024-12-31,total_assets,23458000000,10-Q,2025,Q2
aptiv,2024-12-31,total_assets,23458000000,10-Q,2025,Q3
aptiv,2025-03-31,total_assets,23102000000,10-Q,2025,Q1
aptiv,2025-06-30,total_assets,23942000000,10-Q,2025,Q2
aptiv,2025-09-30,total_assets,23497000000,10-Q,2025,Q3
aptiv,2011-12-31,total_liabilities,6957000000,10-Q,2012,Q1
aptiv,2011-12-31,total_liabilities,6957000000,10-Q,2012,Q2
aptiv,2011-12-31,total_liabilities,6957000000,10-Q,2012,Q3
aptiv,2011-12-31,total_liabilities,6957000000,10-K,2012,FY
aptiv,2012-03-31,total_liabilities,7043000000,10-Q,2012,Q1
aptiv,2012-06-30,total_liabilities,6774000000,10-Q,2012,Q2
aptiv,2012-09-30,total_liabilities,6769000000,10-Q,2012,Q3
aptiv,2012-12-31,total_liabilities,7346000000,10-K,2012,FY
aptiv,2012-12-31,total_liabilities,7346000000,10-Q,2013,Q1
aptiv,2012-12-31,total_liabilities,7346000000,10-Q,2013,Q2
aptiv,2012-12-31,total_liabilities,7346000000,10-Q,2013,Q3
aptiv,2012-12-31,total_liabilities,7346000000,10-K,2013,FY
aptiv,2013-03-31,total_liabilities,7376000000,10-Q,2013,Q1
aptiv,2013-06-30,total_liabilities,7509000000,10-Q,2013,Q2
aptiv,2013-09-30,total_liabilities,7588000000,10-Q,2013,Q3
aptiv,2013-12-31,total_liabilities,7613000000,10-K,2013,FY
aptiv,2013-12-31,total_liabilities,7613000000,10-Q,2014,Q1
aptiv,2013-12-31,total_liabilities,7613000000,10-Q,2014,Q2
aptiv,2013-12-31,total_liabilities,7613000000,10-Q,2014,Q3
aptiv,2013-12-31,total_liabilities,7613000000,10-K,2014,FY
aptiv,2014-03-31,total_liabilities,7688000000,10-Q,2014,Q1
aptiv,2014-06-30,total_liabilities,7768000000,10-Q,2014,Q2
aptiv,2014-09-30,total_liabilities,7544000000,10-Q,2014,Q3
aptiv,2014-12-31,total_liabilities,7733000000,10-K,2014,FY
aptiv,2014-12-31,total_liabilities,7733000000,10-Q,2015,Q1
aptiv,2014-12-31,total_liabilities,7733000000,10-Q,2015,Q2
aptiv,2014-12-31,total_liabilities,7733000000,10-Q,2015,Q3
aptiv,2014-12-31,total_liabilities,7708000000,10-K,2015,FY
aptiv,2015-03-31,total_liabilities,7801000000,10-Q,2015,Q1
aptiv,2015-06-30,total_liabilities,7788000000,10-Q,2015,Q2
aptiv,2015-09-30,total_liabilities,8018000000,10-Q,2015,Q3
aptiv,2015-12-31,total_liabilities,9240000000,10-K,2015,FY
aptiv,2015-12-31,total_liabilities,9240000000,10-Q,2016,Q1
aptiv,2015-12-31,total_liabilities,9240000000,10-Q,2016,Q2
aptiv,2015-12-31,total_liabilities,9240000000,10-Q,2016,Q3
aptiv,2015-12-31,total_liabilities,9240000000,10-K,2016,FY
aptiv,2016-03-31,total_liabilities,9427000000,10-Q,2016,Q1
aptiv,2016-06-30,total_liabilities,9187000000,10-Q,2016,Q2
aptiv,2016-09-30,total_liabilities,9201000000,10-Q,2016,Q3
aptiv,2016-12-31,total_liabilities,9529000000,10-K,2016,FY
aptiv,2016-12-31,total_liabilities,9529000000,10-Q,2017,Q1
aptiv,2016-12-31,total_liabilities,9529000000,10-Q,2017,Q2
aptiv,2016-12-31,total_liabilities,9529000000,10-Q,2017,Q3
aptiv,2016-12-31,total_liabilities,9529000000,10-K,2017,FY
aptiv,2017-03-31,total_liabilities,9548000000,10-Q,2017,Q1
aptiv,2017-06-30,total_liabilities,9771000000,10-Q,2017,Q2
aptiv,2017-09-30,total_liabilities,10552000000,10-Q,2017,Q3
aptiv,2017-12-31,total_liabilities,8652000000,10-K,2017,FY
aptiv,2017-12-31,total_liabilities,8652000000,10-Q,2018,Q1
aptiv,2017-12-31,total_liabilities,8652000000,10-Q,2018,Q2
aptiv,2017-12-31,total_liabilities,8652000000,10-Q,2018,Q3
aptiv,2017-12-31,total_liabilities,8652000000,10-K,2018,FY
aptiv,2018-03-31,total_liabilities,8862000000,10-Q,2018,Q1
aptiv,2018-06-30,total_liabilities,8558000000,10-Q,2018,Q2
aptiv,2018-09-30,total_liabilities,8518000000,10-Q,2018,Q3
aptiv,2018-12-31,total_liabilities,8810000000,10-K,2018,FY
aptiv,2018-12-31,total_liabilities,8810000000,10-Q,2019,Q1
aptiv,2018-12-31,total_liabilities,8810000000,10-Q,2019,Q2
aptiv,2018-12-31,total_liabilities,8810000000,10-Q,2019,Q3
aptiv,2018-12-31,total_liabilities,8810000000,10-K,2019,FY
aptiv,2019-03-31,total_liabilities,9384000000,10-Q,2019,Q1
aptiv,2019-06-30,total_liabilities,9376000000,10-Q,2019,Q2
aptiv,2019-09-30,total_liabilities,9158000000,10-Q,2019,Q3
aptiv,2019-12-31,total_liabilities,9448000000,10-K,2019,FY
aptiv,2019-12-31,total_liabilities,9448000000,10-Q,2020,Q1
aptiv,2019-12-31,total_liabilities,9448000000,10-Q,2020,Q2
aptiv,2019-12-31,total_liabilities,9448000000,10-Q,2020,Q3
aptiv,2019-12-31,total_liabilities,9448000000,10-K,2020,FY
aptiv,2020-03-31,total_liabilities,11014000000,10-Q,2020,Q1
aptiv,2020-06-30,total_liabilities,8154000000,10-Q,2020,Q2
aptiv,2020-09-30,total_liabilities,8890000000,10-Q,2020,Q3
aptiv,2020-12-31,total_liabilities,9422000000,10-K,2020,FY
aptiv,2020-12-31,total_liabilities,9422000000,10-Q,2021,Q1
aptiv,2020-12-31,total_liabilities,9422000000,10-Q,2021,Q2
aptiv,2020-12-31,total_liabilities,9422000000,10-Q,2021,Q3
aptiv,2020-12-31,total_liabilities,9422000000,10-K,2021,FY
aptiv,2021-03-31,total_liabilities,9200000000,10-Q,2021,Q1
aptiv,2021-06-30,total_liabilities,9255000000,10-Q,2021,Q2
aptiv,2021-09-30,total_liabilities,9152000000,10-Q,2021,Q3
aptiv,2021-12-31,total_liabilities,9446000000,10-K,2021,FY
aptiv,2021-12-31,total_liabilities,9446000000,10-Q,2022,Q1
aptiv,2021-12-31,total_liabilities,9446000000,10-Q,2022,Q2
aptiv,2021-12-31,total_liabilities,9446000000,10-Q,2022,Q3
aptiv,2021-12-31,total_liabilities,9446000000,10-K,2022,FY
aptiv,2022-03-31,total_liabilities,11804000000,10-Q,2022,Q1
aptiv,2022-06-30,total_liabilities,11626000000,10-Q,2022,Q2
aptiv,2022-09-30,total_liabilities,11590000000,10-Q,2022,Q3
aptiv,2022-12-31,total_liabilities,12790000000,10-K,2022,FY
aptiv,2022-12-31,total_liabilities,12790000000,10-Q,2023,Q1
aptiv,2022-12-31,total_liabilities,12790000000,10-Q,2023,Q2
aptiv,2022-12-31,total_liabilities,12790000000,10-Q,2023,Q3
aptiv,2022-12-31,total_liabilities,12790000000,10-K,2023,FY
aptiv,2023-03-31,total_liabilities,12444000000,10-Q,2023,Q1
aptiv,2023-06-30,total_liabilities,12576000000,10-Q,2023,Q2
aptiv,2023-09-30,total_liabilities,12638000000,10-Q,2023,Q3
aptiv,2023-12-31,total_liabilities,12583000000,10-K,2023,FY
aptiv,2023-12-31,total_liabilities,12583000000,10-Q,2024,Q1
aptiv,2023-12-31,total_liabilities,12583000000,10-Q,2024,Q2
aptiv,2023-12-31,total_liabilities,12583000000,10-Q,2024,Q3
aptiv,2023-12-31,total_liabilities,12583000000,10-K,2024,FY
aptiv,2024-03-31,total_liabilities,12225000000,10-Q,2024,Q1
aptiv,2024-06-30,total_liabilities,12981000000,10-Q,2024,Q2
aptiv,2024-09-30,total_liabilities,15568000000,10-Q,2024,Q3
aptiv,2024-12-31,total_liabilities,14373000000,10-K,2024,FY
aptiv,2024-12-31,total_liabilities,14373000000,10-Q,2025,Q1
aptiv,2024-12-31,total_liabilities,14373000000,10-Q,2025,Q2
aptiv,2024-12-31,total_liabilities,14373000000,10-Q,2025,Q3
aptiv,2025-03-31,total_liabilities,13848000000,10-Q,2025,Q1
aptiv,2025-06-30,total_liabilities,13967000000,10-Q,2025,Q2
aptiv,2025-09-30,total_liabilities,13933000000,10-Q,2025,Q3
aptiv,2011-12-31,stockholders_equity,1688000000,10-Q,2012,Q1
aptiv,2011-12-31,stockholders_equity,1688000000,10-Q,2012,Q2
aptiv,2011-12-31,stockholders_equity,1688000000,10-Q,2012,Q3
aptiv,2011-12-31,stockholders_equity,1688000000,10-K,2012,FY
aptiv,2012-03-31,stockholders_equity,2162000000,10-Q,2012,Q1
aptiv,2012-06-30,stockholders_equity,2185000000,10-Q,2012,Q2
aptiv,2012-09-30,stockholders_equity,2406000000,10-Q,2012,Q3
aptiv,2012-12-31,stockholders_equity,2345000000,10-K,2012,FY
aptiv,2012-12-31,stockholders_equity,2345000000,10-Q,2013,Q1
aptiv,2012-12-31,stockholders_equity,2345000000,10-Q,2013,Q2
aptiv,2012-12-31,stockholders_equity,2345000000,10-Q,2013,Q3
aptiv,2012-12-31,stockholders_equity,2345000000,10-K,2013,FY
aptiv,2013-03-31,stockholders_equity,2398000000,10-Q,2013,Q1
aptiv,2013-06-30,stockholders_equity,2521000000,10-Q,2013,Q2
aptiv,2013-09-30,stockholders_equity,2746000000,10-Q,2013,Q3
aptiv,2013-12-31,stockholders_equity,2911000000,10-K,2013,FY
aptiv,2013-12-31,stockholders_equity,2911000000,10-Q,2014,Q1
aptiv,2013-12-31,stockholders_equity,2911000000,10-Q,2014,Q2
aptiv,2013-12-31,stockholders_equity,2911000000,10-Q,2014,Q3
aptiv,2013-12-31,stockholders_equity,2911000000,10-K,2014,FY
aptiv,2014-03-31,stockholders_equity,2961000000,10-Q,2014,Q1
aptiv,2014-06-30,stockholders_equity,3125000000,10-Q,2014,Q2
aptiv,2014-09-30,stockholders_equity,2894000000,10-Q,2014,Q3
aptiv,2014-12-31,stockholders_equity,2510000000,10-K,2014,FY
aptiv,2014-12-31,stockholders_equity,2510000000,10-Q,2015,Q1
aptiv,2014-12-31,stockholders_equity,2510000000,10-Q,2015,Q2
aptiv,2014-12-31,stockholders_equity,2510000000,10-Q,2015,Q3
aptiv,2014-12-31,stockholders_equity,2510000000,10-K,2015,FY
aptiv,2015-03-31,stockholders_equity,2155000000,10-Q,2015,Q1
aptiv,2015-06-30,stockholders_equity,2490000000,10-Q,2015,Q2
aptiv,2015-09-30,stockholders_equity,2316000000,10-Q,2015,Q3
aptiv,2015-12-31,stockholders_equity,2250000000,10-K,2015,FY
aptiv,2015-12-31,stockholders_equity,2250000000,10-Q,2016,Q1
aptiv,2015-12-31,stockholders_equity,2250000000,10-Q,2016,Q2
aptiv,2015-12-31,stockholders_equity,2250000000,10-Q,2016,Q3
aptiv,2015-12-31,stockholders_equity,2250000000,10-K,2016,FY
aptiv,2016-03-31,stockholders_equity,2265000000,10-Q,2016,Q1
aptiv,2016-06-30,stockholders_equity,2381000000,10-Q,2016,Q2
aptiv,2016-09-30,stockholders_equity,2552000000,10-Q,2016,Q3
aptiv,2016-12-31,stockholders_equity,2401000000,10-K,2016,FY
aptiv,2016-12-31,stockholders_equity,2401000000,10-Q,2017,Q1
aptiv,2016-12-31,stockholders_equity,2401000000,10-Q,2017,Q2
aptiv,2016-12-31,stockholders_equity,2401000000,10-Q,2017,Q3
aptiv,2016-12-31,stockholders_equity,2401000000,10-K,2017,FY
aptiv,2017-03-31,stockholders_equity,2579000000,10-Q,2017,Q1
aptiv,2017-06-30,stockholders_equity,2895000000,10-Q,2017,Q2
aptiv,2017-09-30,stockholders_equity,3203000000,10-Q,2017,Q3
aptiv,2017-12-31,stockholders_equity,3299000000,10-K,2017,FY
aptiv,2017-12-31,stockholders_equity,3299000000,10-Q,2018,Q1
aptiv,2017-12-31,stockholders_equity,3299000000,10-Q,2018,Q2
aptiv,2017-12-31,stockholders_equity,3299000000,10-Q,2018,Q3
aptiv,2017-12-31,stockholders_equity,3299000000,10-K,2018,FY
aptiv,2018-03-31,stockholders_equity,3467000000,10-Q,2018,Q1
aptiv,2018-06-30,stockholders_equity,3523000000,10-Q,2018,Q2
aptiv,2018-09-30,stockholders_equity,3608000000,10-Q,2018,Q3
aptiv,2018-12-31,stockholders_equity,3459000000,10-K,2018,FY
aptiv,2018-12-31,stockholders_equity,3459000000,10-Q,2019,Q1
aptiv,2018-12-31,stockholders_equity,3459000000,10-Q,2019,Q2
aptiv,2018-12-31,stockholders_equity,3459000000,10-Q,2019,Q3
aptiv,2018-12-31,stockholders_equity,3459000000,10-K,2019,FY
aptiv,2019-03-31,stockholders_equity,3418000000,10-Q,2019,Q1
aptiv,2019-06-30,stockholders_equity,3519000000,10-Q,2019,Q2
aptiv,2019-09-30,stockholders_equity,3565000000,10-Q,2019,Q3
aptiv,2019-12-31,stockholders_equity,3819000000,10-K,2019,FY
aptiv,2019-12-31,stockholders_equity,3819000000,10-Q,2020,Q1
aptiv,2019-12-31,stockholders_equity,3819000000,10-Q,2020,Q2
aptiv,2019-12-31,stockholders_equity,3819000000,10-Q,2020,Q3
aptiv,2019-12-31,stockholders_equity,3819000000,10-K,2020,FY
aptiv,2020-03-31,stockholders_equity,4971000000,10-Q,2020,Q1
aptiv,2020-06-30,stockholders_equity,6942000000,10-Q,2020,Q2
aptiv,2020-09-30,stockholders_equity,7363000000,10-Q,2020,Q3
aptiv,2020-12-31,stockholders_equity,7905000000,10-K,2020,FY
aptiv,2020-12-31,stockholders_equity,7905000000,10-Q,2021,Q1
aptiv,2020-12-31,stockholders_equity,7905000000,10-Q,2021,Q2
aptiv,2020-12-31,stockholders_equity,7905000000,10-Q,2021,Q3
aptiv,2020-12-31,stockholders_equity,7905000000,10-K,2021,FY
aptiv,2021-03-31,stockholders_equity,8077000000,10-Q,2021,Q1
aptiv,2021-06-30,stockholders_equity,8322000000,10-Q,2021,Q2
aptiv,2021-09-30,stockholders_equity,8294000000,10-Q,2021,Q3
aptiv,2021-12-31,stockholders_equity,8347000000,10-K,2021,FY
aptiv,2021-12-31,stockholders_equity,8347000000,10-Q,2022,Q1
aptiv,2021-12-31,stockholders_equity,8347000000,10-Q,2022,Q2
aptiv,2021-12-31,stockholders_equity,8347000000,10-Q,2022,Q3
aptiv,2021-12-31,stockholders_equity,8347000000,10-K,2022,FY
aptiv,2022-03-31,stockholders_equity,8396000000,10-Q,2022,Q1
aptiv,2022-06-30,stockholders_equity,8099000000,10-Q,2022,Q2
aptiv,2022-09-30,stockholders_equity,8195000000,10-Q,2022,Q3
aptiv,2022-12-31,stockholders_equity,8809000000,10-K,2022,FY
aptiv,2022-12-31,stockholders_equity,8809000000,10-Q,2023,Q1
aptiv,2022-12-31,stockholders_equity,8809000000,10-Q,2023,Q2
aptiv,2022-12-31,stockholders_equity,8809000000,10-Q,2023,Q3
aptiv,2022-12-31,stockholders_equity,8809000000,10-K,2023,FY
aptiv,2023-03-31,stockholders_equity,8983000000,10-Q,2023,Q1
aptiv,2023-06-30,stockholders_equity,9232000000,10-Q,2023,Q2
aptiv,2023-09-30,stockholders_equity,10778000000,10-Q,2023,Q3
aptiv,2023-12-31,stockholders_equity,11548000000,10-K,2023,FY
aptiv,2023-12-31,stockholders_equity,11548000000,10-Q,2024,Q1
aptiv,2023-12-31,stockholders_equity,11548000000,10-Q,2024,Q2
aptiv,2023-12-31,stockholders_equity,11548000000,10-Q,2024,Q3
aptiv,2023-12-31,stockholders_equity,11548000000,10-K,2024,FY
aptiv,2024-03-31,stockholders_equity,11120000000,10-Q,2024,Q1
aptiv,2024-06-30,stockholders_equity,11467000000,10-Q,2024,Q2
aptiv,2024-09-30,stockholders_equity,8882000000,10-Q,2024,Q3
aptiv,2024-12-31,stockholders_equity,8796000000,10-K,2024,FY
aptiv,2024-12-31,stockholders_equity,8796000000,10-Q,2025,Q1
aptiv,2024-12-31,stockholders_equity,8796000000,10-Q,2025,Q2
aptiv,2024-12-31,stockholders_equity,8796000000,10-Q,2025,Q3
aptiv,2025-03-31,stockholders_equity,8961000000,10-Q,2025,Q1
aptiv,2025-06-30,stockholders_equity,9690000000,10-Q,2025,Q2
aptiv,2025-09-30,stockholders_equity,9282000000,10-Q,2025,Q3
aptiv,2011-03-31,gross_profit,644000000,10-K,2012,FY
aptiv,2011-06-30,gross_profit,695000000,10-K,2012,FY
aptiv,2011-09-30,gross_profit,637000000,10-K,2012,FY
aptiv,2011-12-31,gross_profit,2655000000,10-K,2012,FY
aptiv,2011-12-31,gross_profit,679000000,10-K,2012,FY
aptiv,2012-03-31,gross_profit,719000000,10-K,2012,FY
aptiv,2012-03-31,gross_profit,719000000,10-K,2013,FY
aptiv,2012-06-30,gross_profit,725000000,10-K,2012,FY
aptiv,2012-06-30,gross_profit,725000000,10-K,2013,FY
aptiv,2012-09-30,gross_profit,605000000,10-K,2012,FY
aptiv,2012-09-30,gross_profit,605000000,10-K,2013,FY
aptiv,2012-12-31,gross_profit,2658000000,10-K,2012,FY
aptiv,2012-12-31,gross_profit,2658000000,10-K,2013,FY
aptiv,2012-12-31,gross_profit,609000000,10-K,2012,FY
aptiv,2012-12-31,gross_profit,609000000,10-K,2013,FY
aptiv,2013-03-31,gross_profit,685000000,10-K,2013,FY
aptiv,2013-03-31,gross_profit,685000000,10-K,2014,FY
aptiv,2013-06-30,gross_profit,776000000,10-K,2013,FY
aptiv,2013-06-30,gross_profit,776000000,10-K,2014,FY
aptiv,2013-09-30,gross_profit,679000000,10-K,2013,FY
aptiv,2013-09-30,gross_profit,679000000,10-K,2014,FY
aptiv,2013-12-31,gross_profit,2896000000,10-K,2013,FY
aptiv,2013-12-31,gross_profit,2896000000,10-K,2014,FY
aptiv,2013-12-31,gross_profit,756000000,10-K,2013,FY
aptiv,2013-12-31,gross_profit,756000000,10-K,2014,FY
aptiv,2014-03-31,gross_profit,768000000,10-K,2014,FY
aptiv,2014-03-31,gross_profit,733000000,10-K,2015,FY
aptiv,2014-06-30,gross_profit,840000000,10-K,2014,FY
aptiv,2014-06-30,gross_profit,800000000,10-K,2015,FY
aptiv,2014-09-30,gross_profit,756000000,10-K,2014,FY
aptiv,2014-09-30,gross_profit,721000000,10-K,2015,FY
aptiv,2014-12-31,gross_profit,3173000000,10-K,2014,FY
aptiv,2014-12-31,gross_profit,3028000000,10-K,2015,FY
aptiv,2014-12-31,gross_profit,809000000,10-K,2014,FY
aptiv,2014-12-31,gross_profit,774000000,10-K,2015,FY
aptiv,2015-03-31,gross_profit,741000000,10-K,2015,FY
aptiv,2015-03-31,gross_profit,741000000,10-K,2016,FY
aptiv,2015-06-30,gross_profit,782000000,10-K,2015,FY
aptiv,2015-06-30,gross_profit,782000000,10-K,2016,FY
aptiv,2015-09-30,gross_profit,769000000,10-K,2015,FY
aptiv,2015-09-30,gross_profit,769000000,10-K,2016,FY
aptiv,2015-12-31,gross_profit,3010000000,10-K,2015,FY
aptiv,2015-12-31,gross_profit,3010000000,10-K,2016,FY
aptiv,2015-12-31,gross_profit,718000000,10-K,2015,FY
aptiv,2015-12-31,gross_profit,718000000,10-K,2016,FY
aptiv,2016-03-31,gross_profit,786000000,10-K,2016,FY
aptiv,2016-03-31,gross_profit,581000000,10-K,2017,FY
aptiv,2016-06-30,gross_profit,858000000,10-K,2016,FY
aptiv,2016-06-30,gross_profit,661000000,10-K,2017,FY
aptiv,2016-09-30,gross_profit,835000000,10-K,2016,FY
aptiv,2016-09-30,gross_profit,637000000,10-K,2017,FY
aptiv,2016-12-31,gross_profit,3554000000,10-K,2016,FY
aptiv,2016-12-31,gross_profit,2747000000,10-K,2017,FY
aptiv,2016-12-31,gross_profit,1075000000,10-K,2016,FY
aptiv,2016-12-31,gross_profit,868000000,10-K,2017,FY
aptiv,2017-03-31,gross_profit,599000000,10-K,2017,FY
aptiv,2017-03-31,gross_profit,599000000,10-K,2018,FY
aptiv,2017-06-30,gross_profit,655000000,10-K,2017,FY
aptiv,2017-06-30,gross_profit,655000000,10-K,2018,FY
aptiv,2017-09-30,gross_profit,650000000,10-K,2017,FY
aptiv,2017-09-30,gross_profit,650000000,10-K,2018,FY
aptiv,2017-12-31,gross_profit,2614000000,10-K,2017,FY
aptiv,2017-12-31,gross_profit,2614000000,10-K,2018,FY
aptiv,2017-12-31,gross_profit,710000000,10-K,2017,FY
aptiv,2017-12-31,gross_profit,710000000,10-K,2018,FY
aptiv,2018-03-31,gross_profit,683000000,10-K,2018,FY
aptiv,2018-03-31,gross_profit,683000000,10-K,2019,FY
aptiv,2018-06-30,gross_profit,726000000,10-K,2018,FY
aptiv,2018-06-30,gross_profit,726000000,10-K,2019,FY
aptiv,2018-09-30,gross_profit,651000000,10-K,2018,FY
aptiv,2018-09-30,gross_profit,651000000,10-K,2019,FY
aptiv,2018-12-31,gross_profit,2729000000,10-K,2018,FY
aptiv,2018-12-31,gross_profit,2729000000,10-K,2019,FY
aptiv,2018-12-31,gross_profit,669000000,10-K,2018,FY
aptiv,2018-12-31,gross_profit,669000000,10-K,2019,FY
aptiv,2019-03-31,gross_profit,613000000,10-K,2019,FY
aptiv,2019-03-31,gross_profit,613000000,10-K,2020,FY
aptiv,2019-06-30,gross_profit,669000000,10-K,2019,FY
aptiv,2019-06-30,gross_profit,669000000,10-K,2020,FY
aptiv,2019-09-30,gross_profit,677000000,10-K,2019,FY
aptiv,2019-09-30,gross_profit,677000000,10-K,2020,FY
aptiv,2019-12-31,gross_profit,2646000000,10-K,2019,FY
aptiv,2019-12-31,gross_profit,2646000000,10-K,2020,FY
aptiv,2019-12-31,gross_profit,687000000,10-K,2019,FY
aptiv,2019-12-31,gross_profit,687000000,10-K,2020,FY
aptiv,2020-03-31,gross_profit,501000000,10-K,2020,FY
aptiv,2020-06-30,gross_profit,13000000,10-K,2020,FY
aptiv,2020-09-30,gross_profit,647000000,10-K,2020,FY
aptiv,2020-12-31,gross_profit,1940000000,10-K,2020,FY
aptiv,2020-12-31,gross_profit,779000000,10-K,2020,FY
aptiv,2020-12-31,gross_profit,779000000,10-K,2021,FY
aptiv,2021-12-31,gross_profit,591000000,10-K,2021,FY
aptiv,2021-12-31,gross_profit,591000000,10-K,2022,FY
aptiv,2022-12-31,gross_profit,813000000,10-K,2022,FY
aptiv,2022-12-31,gross_profit,813000000,10-K,2023,FY
aptiv,2023-12-31,gross_profit,922000000,10-K,2023,FY
aptiv,2023-12-31,gross_profit,922000000,10-K,2024,FY
aptiv,2024-12-31,gross_profit,962000000,10-K,2024,FY
aptiv,2011-12-31,current_assets,5501000000,10-Q,2012,Q1
aptiv,2011-12-31,current_assets,5501000000,10-Q,2012,Q2
aptiv,2011-12-31,current_assets,5501000000,10-Q,2012,Q3
aptiv,2011-12-31,current_assets,5501000000,10-K,2012,FY
aptiv,2012-03-31,current_assets,6016000000,10-Q,2012,Q1
aptiv,2012-06-30,current_assets,5850000000,10-Q,2012,Q2
aptiv,2012-09-30,current_assets,5897000000,10-Q,2012,Q3
aptiv,2012-12-31,current_assets,5227000000,10-K,2012,FY
aptiv,2012-12-31,current_assets,5227000000,10-Q,2013,Q1
aptiv,2012-12-31,current_assets,5227000000,10-Q,2013,Q2
aptiv,2012-12-31,current_assets,5227000000,10-Q,2013,Q3
aptiv,2012-12-31,current_assets,5227000000,10-K,2013,FY
aptiv,2013-03-31,current_assets,5387000000,10-Q,2013,Q1
aptiv,2013-06-30,current_assets,5633000000,10-Q,2013,Q2
aptiv,2013-09-30,current_assets,5787000000,10-Q,2013,Q3
aptiv,2013-12-31,current_assets,5752000000,10-K,2013,FY
aptiv,2013-12-31,current_assets,5752000000,10-Q,2014,Q1
